TICKER,PER,DATE,TIME,CLOSE EURORUB
EURRUB,D,08/27/11,000000,41.7610000
EURRUB,D,08/29/11,000000,41.7483000
EURRUB,D,08/30/11,000000,41.7333000
EURRUB,D,08/31/11,000000,41.4567000
EURRUB,D,09/01/11,000000,41.3512000
EURRUB,D,09/02/11,000000,41.4135000
EURRUB,D,09/03/11,000000,41.4390000
EURRUB,D,09/05/11,000000,41.5505000
EURRUB,D,09/06/11,000000,41.4875000
EURRUB,D,09/07/11,000000,41.5156000
EURRUB,D,09/08/11,000000,41.2360000
EURRUB,D,09/09/11,000000,41.1495000
EURRUB,D,09/10/11,000000,41.1680000
EURRUB,D,09/12/11,000000,41.3418000
EURRUB,D,09/13/11,000000,41.2988000
EURRUB,D,09/14/11,000000,41.8558000
EURRUB,D,09/15/11,000000,42.1962000
EURRUB,D,09/16/11,000000,42.1169000
EURRUB,D,09/17/11,000000,42.1680000
EURRUB,D,09/19/11,000000,42.8255000
EURRUB,D,09/20/11,000000,42.9504000
EURRUB,D,09/21/11,000000,42.7216000
EURRUB,D,09/22/11,000000,43.1840000
EURRUB,D,09/23/11,000000,43.3140000
EURRUB,D,09/24/11,000000,43.3620000
EURRUB,D,09/25/11,000000,43.4740000
EURRUB,D,09/26/11,000000,43.7125000
EURRUB,D,09/27/11,000000,43.1194000
EURRUB,D,09/28/11,000000,43.0620000
EURRUB,D,09/29/11,000000,43.3715000
EURRUB,D,09/30/11,000000,43.1200000
EURRUB,D,10/01/11,000000,43.0340000
EURRUB,D,10/03/11,000000,43.0671000
EURRUB,D,10/04/11,000000,43.4889000
EURRUB,D,10/05/11,000000,43.3661000
EURRUB,D,10/06/11,000000,43.4333000
EURRUB,D,10/07/11,000000,43.0042000
EURRUB,D,10/08/11,000000,42.9730000
EURRUB,D,10/10/11,000000,43.0082000
EURRUB,D,10/11/11,000000,43.0680000
EURRUB,D,10/12/11,000000,42.8554000
EURRUB,D,10/13/11,000000,42.9358000
EURRUB,D,10/14/11,000000,42.8144000
EURRUB,D,10/15/11,000000,42.8260000
EURRUB,D,10/16/11,000000,42.7840000
EURRUB,D,10/17/11,000000,42.5032000
EURRUB,D,10/18/11,000000,42.7967000
EURRUB,D,10/19/11,000000,42.6815000
EURRUB,D,10/20/11,000000,43.3036000
EURRUB,D,10/21/11,000000,43.1966000
EURRUB,D,10/22/11,000000,43.2030000
EURRUB,D,10/24/11,000000,42.5235000
EURRUB,D,10/25/11,000000,42.4450000
EURRUB,D,10/26/11,000000,42.5493000
EURRUB,D,10/27/11,000000,42.4273000
EURRUB,D,10/28/11,000000,42.0727000
EURRUB,D,10/29/11,000000,41.9990000
EURRUB,D,10/31/11,000000,41.8020000
EURRUB,D,11/01/11,000000,42.1281000
EURRUB,D,11/02/11,000000,42.1167000
EURRUB,D,11/03/11,000000,42.1777000
EURRUB,D,11/04/11,000000,42.0152000
EURRUB,D,11/05/11,000000,42.0470000
EURRUB,D,11/06/11,000000,42.0480000
EURRUB,D,11/07/11,000000,41.9750000
EURRUB,D,11/08/11,000000,41.8057000
EURRUB,D,11/09/11,000000,41.4616000
EURRUB,D,11/10/11,000000,41.5008000
EURRUB,D,11/11/11,000000,41.7421000
EURRUB,D,11/12/11,000000,41.8660000
EURRUB,D,11/13/11,000000,41.9830000
EURRUB,D,11/14/11,000000,41.6047000
EURRUB,D,11/15/11,000000,41.4523000
EURRUB,D,11/16/11,000000,41.4904000
EURRUB,D,11/17/11,000000,41.5389000
EURRUB,D,11/18/11,000000,41.6930000
EURRUB,D,11/19/11,000000,41.7310000
EURRUB,D,11/21/11,000000,42.0346000
EURRUB,D,11/22/11,000000,41.9505000
EURRUB,D,11/23/11,000000,41.9945000
EURRUB,D,11/24/11,000000,41.9518000
EURRUB,D,11/25/11,000000,41.7367000
EURRUB,D,11/26/11,000000,41.8970000
EURRUB,D,11/28/11,000000,41.7409000
EURRUB,D,11/29/11,000000,41.6311000
EURRUB,D,11/30/11,000000,41.2785000
EURRUB,D,12/01/11,000000,41.3741000
EURRUB,D,12/02/11,000000,41.4766000
EURRUB,D,12/03/11,000000,41.4470000
EURRUB,D,12/05/11,000000,41.3522000
EURRUB,D,12/06/11,000000,41.9840000
EURRUB,D,12/07/11,000000,41.8720000
EURRUB,D,12/08/11,000000,41.8650000
EURRUB,D,12/09/11,000000,42.0351000
EURRUB,D,12/10/11,000000,42.0620000
EURRUB,D,12/11/11,000000,42.0110000
EURRUB,D,12/12/11,000000,41.7262000
EURRUB,D,12/13/11,000000,41.4036000
EURRUB,D,12/14/11,000000,41.3708000
EURRUB,D,12/15/11,000000,41.4222000
EURRUB,D,12/16/11,000000,41.6851000
EURRUB,D,12/17/11,000000,41.6550000
EURRUB,D,12/19/11,000000,41.7515000
EURRUB,D,12/20/11,000000,41.7869000
EURRUB,D,12/21/11,000000,41.3718000
EURRUB,D,12/22/11,000000,40.8686000
EURRUB,D,12/23/11,000000,40.6863000
EURRUB,D,12/24/11,000000,40.6450000
EURRUB,D,12/26/11,000000,40.6719000
EURRUB,D,12/27/11,000000,40.9855000
EURRUB,D,12/28/11,000000,41.1353000
EURRUB,D,12/29/11,000000,41.5221000
EURRUB,D,12/30/11,000000,41.6348000
EURRUB,D,12/31/11,000000,41.6120000
EURRUB,D,01/02/12,000000,41.4988000
EURRUB,D,01/03/12,000000,41.3491000
EURRUB,D,01/04/12,000000,41.1451000
EURRUB,D,01/05/12,000000,40.9121000
EURRUB,D,01/06/12,000000,40.8111000
EURRUB,D,01/07/12,000000,40.8084000
EURRUB,D,01/08/12,000000,40.5450000
EURRUB,D,01/09/12,000000,40.6623000
EURRUB,D,01/10/12,000000,40.3412000
EURRUB,D,01/11/12,000000,40.2576000
EURRUB,D,01/12/12,000000,40.4680000
EURRUB,D,01/13/12,000000,40.3694000
EURRUB,D,01/14/12,000000,40.3760000
EURRUB,D,01/16/12,000000,40.1038000
EURRUB,D,01/17/12,000000,40.2355000
EURRUB,D,01/18/12,000000,40.3692000
EURRUB,D,01/19/12,000000,40.4713000
EURRUB,D,01/20/12,000000,40.5154000
EURRUB,D,01/21/12,000000,40.5090000
EURRUB,D,01/22/12,000000,40.3840000
EURRUB,D,01/23/12,000000,40.2081000
EURRUB,D,01/24/12,000000,40.0701000
EURRUB,D,01/25/12,000000,39.9604000
EURRUB,D,01/26/12,000000,39.7085000
EURRUB,D,01/27/12,000000,39.7539000
EURRUB,D,01/28/12,000000,39.8220000
EURRUB,D,01/30/12,000000,39.8823000
EURRUB,D,01/31/12,000000,39.6190000
EURRUB,D,02/01/12,000000,39.6845000
EURRUB,D,02/02/12,000000,39.6590000
EURRUB,D,02/03/12,000000,39.6243000
EURRUB,D,02/04/12,000000,39.6520000
EURRUB,D,02/05/12,000000,39.5000000
EURRUB,D,02/06/12,000000,39.4390000
EURRUB,D,02/07/12,000000,39.4070000
EURRUB,D,02/08/12,000000,39.4016000
EURRUB,D,02/09/12,000000,39.4470000
EURRUB,D,02/10/12,000000,39.5548000
EURRUB,D,02/11/12,000000,39.6450000
EURRUB,D,02/12/12,000000,39.6460000
EURRUB,D,02/13/12,000000,39.4834000
EURRUB,D,02/14/12,000000,39.4030000
EURRUB,D,02/15/12,000000,39.2230000
EURRUB,D,02/16/12,000000,39.4500000
EURRUB,D,02/17/12,000000,39.3988000
EURRUB,D,02/18/12,000000,39.2990000
EURRUB,D,02/20/12,000000,39.4124000
EURRUB,D,02/21/12,000000,39.3920000
EURRUB,D,02/22/12,000000,39.2960000
EURRUB,D,02/23/12,000000,39.4710000
EURRUB,D,02/24/12,000000,39.2170000
EURRUB,D,02/25/12,000000,39.2810000
EURRUB,D,02/27/12,000000,38.8740000
EURRUB,D,02/28/12,000000,38.9782000
EURRUB,D,02/29/12,000000,38.7490000
EURRUB,D,03/01/12,000000,38.8770000
EURRUB,D,03/02/12,000000,38.7014000
EURRUB,D,03/03/12,000000,38.6900000
EURRUB,D,03/05/12,000000,38.7847000
EURRUB,D,03/06/12,000000,38.7830000
EURRUB,D,03/07/12,000000,38.9440000
EURRUB,D,03/08/12,000000,39.0044000
EURRUB,D,03/09/12,000000,38.5240000
EURRUB,D,03/10/12,000000,38.5660000
EURRUB,D,03/12/12,000000,38.8736000
EURRUB,D,03/13/12,000000,38.4300000
EURRUB,D,03/14/12,000000,38.4669000
EURRUB,D,03/15/12,000000,38.3800000
EURRUB,D,03/16/12,000000,38.4700000
EURRUB,D,03/17/12,000000,38.4470000
EURRUB,D,03/19/12,000000,38.5365000
EURRUB,D,03/20/12,000000,38.6390000
EURRUB,D,03/21/12,000000,38.6347000
EURRUB,D,03/22/12,000000,38.7820000
EURRUB,D,03/23/12,000000,38.8140000
EURRUB,D,03/24/12,000000,38.8510000
EURRUB,D,03/26/12,000000,38.6560000
EURRUB,D,03/27/12,000000,38.6855000
EURRUB,D,03/28/12,000000,39.1290000
EURRUB,D,03/29/12,000000,39.1730000
EURRUB,D,03/30/12,000000,39.0910000
EURRUB,D,03/31/12,000000,39.2430000
EURRUB,D,04/02/12,000000,38.9970000
EURRUB,D,04/03/12,000000,38.6090000
EURRUB,D,04/04/12,000000,38.6960000
EURRUB,D,04/05/12,000000,38.4410000
EURRUB,D,04/06/12,000000,38.6870000
EURRUB,D,04/07/12,000000,38.7020000
EURRUB,D,04/08/12,000000,38.6990000
EURRUB,D,04/09/12,000000,38.7738000
EURRUB,D,04/10/12,000000,38.9747000
EURRUB,D,04/11/12,000000,38.8320000
EURRUB,D,04/12/12,000000,38.7580000
EURRUB,D,04/13/12,000000,38.6860000
EURRUB,D,04/14/12,000000,38.7100000
EURRUB,D,04/16/12,000000,38.8787000
EURRUB,D,04/17/12,000000,38.6850000
EURRUB,D,04/18/12,000000,38.7089000
EURRUB,D,04/19/12,000000,38.7460000
EURRUB,D,04/20/12,000000,38.8771000
EURRUB,D,04/21/12,000000,38.8870000
EURRUB,D,04/23/12,000000,38.8240000
EURRUB,D,04/24/12,000000,38.6740000
EURRUB,D,04/25/12,000000,38.7670000
EURRUB,D,04/26/12,000000,38.7910000
EURRUB,D,04/27/12,000000,38.7770000
EURRUB,D,04/28/12,000000,38.8380000
EURRUB,D,04/30/12,000000,38.8550000
EURRUB,D,05/01/12,000000,38.8120000
EURRUB,D,05/02/12,000000,38.6690000
EURRUB,D,05/03/12,000000,38.7966000
EURRUB,D,05/04/12,000000,38.9734000
EURRUB,D,05/05/12,000000,38.9150000
EURRUB,D,05/07/12,000000,39.1930000
EURRUB,D,05/08/12,000000,39.2070000
EURRUB,D,05/09/12,000000,39.2644000
EURRUB,D,05/10/12,000000,38.9950000
EURRUB,D,05/11/12,000000,38.9330000
EURRUB,D,05/12/12,000000,38.9300000
EURRUB,D,05/14/12,000000,39.0198000
EURRUB,D,05/15/12,000000,38.9540000
EURRUB,D,05/16/12,000000,39.3850000
EURRUB,D,05/17/12,000000,39.4490000
EURRUB,D,05/18/12,000000,39.9170000
EURRUB,D,05/19/12,000000,39.9760000
EURRUB,D,05/21/12,000000,39.8590000
EURRUB,D,05/22/12,000000,39.5833000
EURRUB,D,05/23/12,000000,39.9490000
EURRUB,D,05/24/12,000000,39.8532000
EURRUB,D,05/25/12,000000,40.0900000
EURRUB,D,05/26/12,000000,40.0290000
EURRUB,D,05/28/12,000000,40.2160000
EURRUB,D,05/29/12,000000,40.3690000
EURRUB,D,05/30/12,000000,40.5660000
EURRUB,D,05/31/12,000000,41.2830000
EURRUB,D,06/01/12,000000,41.7920000
EURRUB,D,06/02/12,000000,41.8420000
EURRUB,D,06/03/12,000000,41.7910000
EURRUB,D,06/04/12,000000,41.8271000
EURRUB,D,06/05/12,000000,41.1572000
EURRUB,D,06/06/12,000000,40.6520000
EURRUB,D,06/07/12,000000,40.5680000
EURRUB,D,06/08/12,000000,40.6090000
EURRUB,D,06/09/12,000000,40.6350000
EURRUB,D,06/11/12,000000,40.8330000
EURRUB,D,06/12/12,000000,41.2340000
EURRUB,D,06/13/12,000000,40.8110000
EURRUB,D,06/14/12,000000,40.9840000
EURRUB,D,06/15/12,000000,40.9628000
EURRUB,D,06/16/12,000000,41.0250000
EURRUB,D,06/18/12,000000,40.7290000
EURRUB,D,06/19/12,000000,41.0090000
EURRUB,D,06/20/12,000000,41.2930000
EURRUB,D,06/21/12,000000,41.6330000
EURRUB,D,06/22/12,000000,41.7004000
EURRUB,D,06/23/12,000000,41.6240000
EURRUB,D,06/25/12,000000,41.5280000
EURRUB,D,06/26/12,000000,41.0530000
EURRUB,D,06/27/12,000000,41.0960000
EURRUB,D,06/28/12,000000,41.2380000
EURRUB,D,06/29/12,000000,40.9670000
EURRUB,D,06/30/12,000000,41.0360000
EURRUB,D,07/02/12,000000,40.9730000
EURRUB,D,07/03/12,000000,40.5800000
EURRUB,D,07/04/12,000000,40.4965000
EURRUB,D,07/05/12,000000,40.2620000
EURRUB,D,07/06/12,000000,40.3735000
EURRUB,D,07/07/12,000000,40.2680000
EURRUB,D,07/09/12,000000,40.6067000
EURRUB,D,07/10/12,000000,40.2590000
EURRUB,D,07/11/12,000000,40.0140000
EURRUB,D,07/12/12,000000,39.9420000
EURRUB,D,07/13/12,000000,39.8438000
EURRUB,D,07/14/12,000000,39.8760000
EURRUB,D,07/16/12,000000,39.9231000
EURRUB,D,07/17/12,000000,39.8120000
EURRUB,D,07/18/12,000000,39.5690000
EURRUB,D,07/19/12,000000,39.0811000
EURRUB,D,07/20/12,000000,38.9417000
EURRUB,D,07/21/12,000000,38.9350000
EURRUB,D,07/22/12,000000,38.8900000
EURRUB,D,07/23/12,000000,39.5660000
EURRUB,D,07/24/12,000000,39.7344000
EURRUB,D,07/25/12,000000,39.7510000
EURRUB,D,07/26/12,000000,39.7467000
EURRUB,D,07/27/12,000000,39.3869000
EURRUB,D,07/28/12,000000,39.4810000
EURRUB,D,07/30/12,000000,39.4348000
EURRUB,D,07/31/12,000000,39.6182000
EURRUB,D,08/01/12,000000,39.5977000
EURRUB,D,08/02/12,000000,39.7492000
EURRUB,D,08/03/12,000000,39.5640000
EURRUB,D,08/04/12,000000,39.5920000
EURRUB,D,08/06/12,000000,39.0640000
EURRUB,D,08/07/12,000000,39.0918000
EURRUB,D,08/08/12,000000,38.9470000
EURRUB,D,08/09/12,000000,39.0110000
EURRUB,D,08/10/12,000000,39.1352000
EURRUB,D,08/11/12,000000,39.1860000
EURRUB,D,08/13/12,000000,39.2870000
EURRUB,D,08/14/12,000000,39.2252000
EURRUB,D,08/15/12,000000,39.1330000
EURRUB,D,08/16/12,000000,39.3140000
EURRUB,D,08/17/12,000000,39.5235000
EURRUB,D,08/18/12,000000,39.5460000
EURRUB,D,08/20/12,000000,39.5660000
EURRUB,D,08/21/12,000000,39.5820000
EURRUB,D,08/22/12,000000,39.7860000
EURRUB,D,08/23/12,000000,39.8010000
EURRUB,D,08/24/12,000000,39.7919000
EURRUB,D,08/25/12,000000,39.8400000
EURRUB,D,08/27/12,000000,39.8600000
EURRUB,D,08/28/12,000000,40.1883000
EURRUB,D,08/29/12,000000,40.3490000
EURRUB,D,08/30/12,000000,40.7220000
EURRUB,D,08/31/12,000000,40.5370000
EURRUB,D,09/01/12,000000,40.6060000
EURRUB,D,09/03/12,000000,40.6470000
EURRUB,D,09/04/12,000000,40.5634000
EURRUB,D,09/05/12,000000,40.6230000
EURRUB,D,09/06/12,000000,40.4272000
EURRUB,D,09/07/12,000000,40.5170000
EURRUB,D,09/08/12,000000,40.7670000
EURRUB,D,09/10/12,000000,40.4000000
EURRUB,D,09/11/12,000000,40.7160000
EURRUB,D,09/12/12,000000,40.5799000
EURRUB,D,09/13/12,000000,40.6020000
EURRUB,D,09/14/12,000000,40.1780000
EURRUB,D,09/15/12,000000,40.2290000
EURRUB,D,09/17/12,000000,40.2470000
