TICKER,PER,DATE,TIME,CLOSE USDRUB
USDRUB,D,10/22/10,000000,30.3500000
USDRUB,D,10/23/10,000000,30.3900000
USDRUB,D,10/24/10,000000,30.2900000
USDRUB,D,10/25/10,000000,30.2900000
USDRUB,D,10/26/10,000000,30.4600000
USDRUB,D,10/27/10,000000,30.6900000
USDRUB,D,10/28/10,000000,30.5900000
USDRUB,D,10/29/10,000000,30.8500000
USDRUB,D,10/30/10,000000,30.7400000
USDRUB,D,11/01/10,000000,30.8100000
USDRUB,D,11/02/10,000000,30.7600000
USDRUB,D,11/03/10,000000,30.8000000
USDRUB,D,11/04/10,000000,30.7500000
USDRUB,D,11/05/10,000000,30.5200000
USDRUB,D,11/06/10,000000,30.8100000
USDRUB,D,11/08/10,000000,30.8100000
USDRUB,D,11/09/10,000000,30.8000000
USDRUB,D,11/10/10,000000,30.6400000
USDRUB,D,11/11/10,000000,30.6300000
USDRUB,D,11/12/10,000000,30.8100000
USDRUB,D,11/13/10,000000,30.7700000
USDRUB,D,11/14/10,000000,30.7600000
USDRUB,D,11/15/10,000000,30.9900000
USDRUB,D,11/16/10,000000,31.2300000
USDRUB,D,11/17/10,000000,31.3300000
USDRUB,D,11/18/10,000000,31.0400000
USDRUB,D,11/19/10,000000,31.0900000
USDRUB,D,11/20/10,000000,31.1100000
USDRUB,D,11/21/10,000000,31.0000000
USDRUB,D,11/22/10,000000,31.1200000
USDRUB,D,11/23/10,000000,31.4100000
USDRUB,D,11/24/10,000000,31.3300000
USDRUB,D,11/25/10,000000,31.1900000
USDRUB,D,11/26/10,000000,31.3800000
USDRUB,D,11/27/10,000000,31.3900000
USDRUB,D,11/28/10,000000,31.3000000
USDRUB,D,11/29/10,000000,31.3400000
USDRUB,D,11/30/10,000000,31.5200000
USDRUB,D,12/01/10,000000,31.3600000
USDRUB,D,12/02/10,000000,31.2100000
USDRUB,D,12/03/10,000000,31.2400000
USDRUB,D,12/04/10,000000,31.3200000
USDRUB,D,12/06/10,000000,31.2000000
USDRUB,D,12/07/10,000000,31.1200000
USDRUB,D,12/08/10,000000,31.0400000
USDRUB,D,12/09/10,000000,30.9300000
USDRUB,D,12/10/10,000000,30.9300000
USDRUB,D,12/11/10,000000,30.9100000
USDRUB,D,12/13/10,000000,30.6800000
USDRUB,D,12/14/10,000000,30.7000000
USDRUB,D,12/15/10,000000,30.7900000
USDRUB,D,12/16/10,000000,30.7200000
USDRUB,D,12/17/10,000000,30.8100000
USDRUB,D,12/18/10,000000,30.7800000
USDRUB,D,12/20/10,000000,30.8300000
USDRUB,D,12/21/10,000000,30.7300000
USDRUB,D,12/22/10,000000,30.6300000
USDRUB,D,12/23/10,000000,30.5600000
USDRUB,D,12/24/10,000000,30.4800000
USDRUB,D,12/25/10,000000,30.4600000
USDRUB,D,12/26/10,000000,30.4700000
USDRUB,D,12/27/10,000000,30.3200000
USDRUB,D,12/28/10,000000,30.3400000
USDRUB,D,12/29/10,000000,30.4600000
USDRUB,D,12/30/10,000000,30.5500000
USDRUB,D,12/31/10,000000,30.5700000
USDRUB,D,01/01/11,000000,30.5500000
USDRUB,D,01/03/11,000000,30.5300000
USDRUB,D,01/04/11,000000,30.3760000
USDRUB,D,01/05/11,000000,30.6400000
USDRUB,D,01/06/11,000000,30.6800000
USDRUB,D,01/07/11,000000,30.7500000
USDRUB,D,01/10/11,000000,30.7200000
USDRUB,D,01/11/11,000000,30.5100000
USDRUB,D,01/12/11,000000,30.0900000
USDRUB,D,01/13/11,000000,29.9400000
USDRUB,D,01/14/11,000000,30.0000000
USDRUB,D,01/15/11,000000,30.0000000
USDRUB,D,01/16/11,000000,29.9700000
USDRUB,D,01/17/11,000000,29.9700000
USDRUB,D,01/18/11,000000,29.8900000
USDRUB,D,01/19/11,000000,29.8300000
USDRUB,D,01/20/11,000000,29.9700000
USDRUB,D,01/21/11,000000,29.9500000
USDRUB,D,01/22/11,000000,29.9500000
USDRUB,D,01/23/11,000000,29.9800000
USDRUB,D,01/24/11,000000,29.8300000
USDRUB,D,01/25/11,000000,29.7100000
USDRUB,D,01/26/11,000000,29.7200000
USDRUB,D,01/27/11,000000,29.5800000
USDRUB,D,01/28/11,000000,29.7700000
USDRUB,D,01/29/11,000000,29.8000000
USDRUB,D,01/30/11,000000,29.7300000
USDRUB,D,01/31/11,000000,29.8000000
USDRUB,D,02/01/11,000000,29.5200000
USDRUB,D,02/02/11,000000,29.4300000
USDRUB,D,02/03/11,000000,29.4300000
USDRUB,D,02/04/11,000000,29.4000000
USDRUB,D,02/05/11,000000,29.4300000
USDRUB,D,02/06/11,000000,29.4200000
USDRUB,D,02/07/11,000000,29.2600000
USDRUB,D,02/08/11,000000,29.2600000
USDRUB,D,02/09/11,000000,29.2400000
USDRUB,D,02/10/11,000000,29.3500000
USDRUB,D,02/11/11,000000,29.3100000
USDRUB,D,02/12/11,000000,29.3400000
USDRUB,D,02/13/11,000000,29.3400000
USDRUB,D,02/14/11,000000,29.2800000
USDRUB,D,02/15/11,000000,29.3200000
USDRUB,D,02/16/11,000000,29.2100000
USDRUB,D,02/17/11,000000,29.2400000
USDRUB,D,02/18/11,000000,29.1200000
USDRUB,D,02/19/11,000000,29.1600000
USDRUB,D,02/20/11,000000,29.1700000
USDRUB,D,02/21/11,000000,29.1500000
USDRUB,D,02/22/11,000000,29.2700000
USDRUB,D,02/23/11,000000,29.1700000
USDRUB,D,02/24/11,000000,28.9800000
USDRUB,D,02/25/11,000000,28.9500000
USDRUB,D,02/26/11,000000,28.9300000
USDRUB,D,02/27/11,000000,28.9400000
USDRUB,D,02/28/11,000000,28.8500000
USDRUB,D,03/01/11,000000,28.7400000
USDRUB,D,03/02/11,000000,28.3800000
USDRUB,D,03/03/11,000000,28.1800000
USDRUB,D,03/04/11,000000,28.1600000
USDRUB,D,03/05/11,000000,28.2200000
USDRUB,D,03/06/11,000000,28.1800000
USDRUB,D,03/07/11,000000,28.2200000
USDRUB,D,03/08/11,000000,28.1600000
USDRUB,D,03/09/11,000000,28.3600000
USDRUB,D,03/10/11,000000,28.6100000
USDRUB,D,03/11/11,000000,28.6800000
USDRUB,D,03/12/11,000000,28.7600000
USDRUB,D,03/14/11,000000,28.4900000
USDRUB,D,03/15/11,000000,28.7100000
USDRUB,D,03/16/11,000000,28.6800000
USDRUB,D,03/17/11,000000,28.6300000
USDRUB,D,03/18/11,000000,28.4500000
USDRUB,D,03/19/11,000000,28.4400000
USDRUB,D,03/20/11,000000,28.4500000
USDRUB,D,03/21/11,000000,28.2400000
USDRUB,D,03/22/11,000000,28.2300000
USDRUB,D,03/23/11,000000,28.3900000
USDRUB,D,03/24/11,000000,28.3000000
USDRUB,D,03/25/11,000000,28.2500000
USDRUB,D,03/26/11,000000,28.2800000
USDRUB,D,03/28/11,000000,28.3400000
USDRUB,D,03/29/11,000000,28.3500000
USDRUB,D,03/30/11,000000,28.5500000
USDRUB,D,03/31/11,000000,28.4200000
USDRUB,D,04/01/11,000000,28.2700000
USDRUB,D,04/02/11,000000,28.2400000
USDRUB,D,04/04/11,000000,28.2900000
USDRUB,D,04/05/11,000000,28.2700000
USDRUB,D,04/06/11,000000,28.1500000
USDRUB,D,04/07/11,000000,28.2300000
USDRUB,D,04/08/11,000000,27.9300000
USDRUB,D,04/09/11,000000,28.0200000
USDRUB,D,04/11/11,000000,28.0400000
USDRUB,D,04/12/11,000000,28.1300000
USDRUB,D,04/13/11,000000,28.2400000
USDRUB,D,04/14/11,000000,28.1900000
USDRUB,D,04/15/11,000000,28.1300000
USDRUB,D,04/16/11,000000,28.1300000
USDRUB,D,04/17/11,000000,28.1500000
USDRUB,D,04/18/11,000000,28.3200000
USDRUB,D,04/19/11,000000,28.2800000
USDRUB,D,04/20/11,000000,28.0800000
USDRUB,D,04/21/11,000000,27.9900000
USDRUB,D,04/22/11,000000,28.0100000
USDRUB,D,04/23/11,000000,28.0200000
USDRUB,D,04/24/11,000000,28.0200000
USDRUB,D,04/25/11,000000,27.8900000
USDRUB,D,04/26/11,000000,27.7700000
USDRUB,D,04/27/11,000000,27.5600000
USDRUB,D,04/28/11,000000,27.4800000
USDRUB,D,04/29/11,000000,27.3900000
USDRUB,D,04/30/11,000000,27.3400000
USDRUB,D,05/01/11,000000,27.3400000
USDRUB,D,05/02/11,000000,27.4100000
USDRUB,D,05/03/11,000000,27.3400000
USDRUB,D,05/04/11,000000,27.3600000
USDRUB,D,05/05/11,000000,27.5500000
USDRUB,D,05/06/11,000000,27.8800000
USDRUB,D,05/07/11,000000,27.7900000
USDRUB,D,05/09/11,000000,27.9000000
USDRUB,D,05/10/11,000000,27.7000000
USDRUB,D,05/11/11,000000,27.8000000
USDRUB,D,05/12/11,000000,27.9400000
USDRUB,D,05/13/11,000000,28.1300000
USDRUB,D,05/14/11,000000,28.1400000
USDRUB,D,05/16/11,000000,28.1100000
USDRUB,D,05/17/11,000000,28.1500000
USDRUB,D,05/18/11,000000,28.0500000
USDRUB,D,05/19/11,000000,27.9900000
USDRUB,D,05/20/11,000000,28.1200000
USDRUB,D,05/21/11,000000,28.1600000
USDRUB,D,05/22/11,000000,28.0200000
USDRUB,D,05/23/11,000000,28.4900000
USDRUB,D,05/24/11,000000,28.3300000
USDRUB,D,05/25/11,000000,28.4500000
USDRUB,D,05/26/11,000000,28.2000000
USDRUB,D,05/27/11,000000,28.2100000
USDRUB,D,05/28/11,000000,28.0000000
USDRUB,D,05/30/11,000000,28.0700000
USDRUB,D,05/31/11,000000,27.9700000
USDRUB,D,06/01/11,000000,27.9900000
USDRUB,D,06/02/11,000000,27.8600000
USDRUB,D,06/03/11,000000,27.7600000
USDRUB,D,06/04/11,000000,27.8600000
USDRUB,D,06/05/11,000000,27.9500000
USDRUB,D,06/06/11,000000,27.8600000
USDRUB,D,06/07/11,000000,27.7000000
USDRUB,D,06/08/11,000000,27.7500000
USDRUB,D,06/09/11,000000,27.7700000
USDRUB,D,06/10/11,000000,28.0100000
USDRUB,D,06/11/11,000000,28.0000000
USDRUB,D,06/12/11,000000,28.0400000
USDRUB,D,06/13/11,000000,27.9200000
USDRUB,D,06/14/11,000000,27.8500000
USDRUB,D,06/15/11,000000,28.0900000
USDRUB,D,06/16/11,000000,28.1200000
USDRUB,D,06/17/11,000000,28.0100000
USDRUB,D,06/18/11,000000,28.0200000
USDRUB,D,06/20/11,000000,28.0800000
USDRUB,D,06/21/11,000000,27.9200000
USDRUB,D,06/22/11,000000,28.0100000
USDRUB,D,06/23/11,000000,28.1300000
USDRUB,D,06/24/11,000000,28.2200000
USDRUB,D,06/25/11,000000,28.1600000
USDRUB,D,06/27/11,000000,28.2200000
USDRUB,D,06/28/11,000000,28.1100000
USDRUB,D,06/29/11,000000,28.0200000
USDRUB,D,06/30/11,000000,27.9300000
USDRUB,D,07/01/11,000000,27.8200000
USDRUB,D,07/02/11,000000,27.8600000
USDRUB,D,07/04/11,000000,27.7900000
USDRUB,D,07/05/11,000000,27.8900000
USDRUB,D,07/06/11,000000,27.8700000
USDRUB,D,07/07/11,000000,27.9200000
USDRUB,D,07/08/11,000000,28.2000000
USDRUB,D,07/09/11,000000,28.1900000
USDRUB,D,07/11/11,000000,28.2200000
USDRUB,D,07/12/11,000000,28.3300000
USDRUB,D,07/13/11,000000,28.0200000
USDRUB,D,07/14/11,000000,28.1200000
USDRUB,D,07/15/11,000000,28.0800000
USDRUB,D,07/16/11,000000,28.0600000
USDRUB,D,07/18/11,000000,28.2500000
USDRUB,D,07/19/11,000000,28.2100000
USDRUB,D,07/20/11,000000,27.9800000
USDRUB,D,07/21/11,000000,27.7300000
USDRUB,D,07/22/11,000000,27.7500000
USDRUB,D,07/23/11,000000,27.7400000
USDRUB,D,07/24/11,000000,27.7700000
USDRUB,D,07/25/11,000000,27.7000000
USDRUB,D,07/26/11,000000,27.4800000
USDRUB,D,07/27/11,000000,27.5500000
USDRUB,D,07/28/11,000000,27.5900000
USDRUB,D,07/29/11,000000,27.6100000
USDRUB,D,07/30/11,000000,27.6000000
USDRUB,D,08/01/11,000000,27.7600000
USDRUB,D,08/02/11,000000,27.8200000
USDRUB,D,08/03/11,000000,27.8500000
USDRUB,D,08/04/11,000000,28.1500000
USDRUB,D,08/05/11,000000,28.0600000
USDRUB,D,08/06/11,000000,28.3040000
USDRUB,D,08/08/11,000000,29.0000000
USDRUB,D,08/09/11,000000,29.7900000
USDRUB,D,08/10/11,000000,29.9300000
USDRUB,D,08/11/11,000000,29.8000000
USDRUB,D,08/12/11,000000,29.1800000
USDRUB,D,08/13/11,000000,29.1300000
USDRUB,D,08/14/11,000000,29.2400000
USDRUB,D,08/15/11,000000,28.6400000
USDRUB,D,08/16/11,000000,28.6800000
USDRUB,D,08/17/11,000000,28.7400000
USDRUB,D,08/18/11,000000,29.1100000
USDRUB,D,08/19/11,000000,29.0500000
USDRUB,D,08/20/11,000000,29.0600000
USDRUB,D,08/21/11,000000,29.0900000
USDRUB,D,08/22/11,000000,29.1100000
USDRUB,D,08/23/11,000000,29.0700000
USDRUB,D,08/24/11,000000,28.9100000
USDRUB,D,08/25/11,000000,28.9800000
USDRUB,D,08/26/11,000000,28.8100000
USDRUB,D,08/27/11,000000,28.8000000
USDRUB,D,08/28/11,000000,28.8100000
USDRUB,D,08/29/11,000000,28.7800000
USDRUB,D,08/30/11,000000,28.8800000
USDRUB,D,08/31/11,000000,28.8600000
USDRUB,D,09/01/11,000000,28.9800000
USDRUB,D,09/02/11,000000,29.1100000
USDRUB,D,09/03/11,000000,29.1400000
USDRUB,D,09/04/11,000000,29.1300000
USDRUB,D,09/05/11,000000,29.4900000
USDRUB,D,09/06/11,000000,29.6300000
USDRUB,D,09/07/11,000000,29.4400000
USDRUB,D,09/08/11,000000,29.6900000
USDRUB,D,09/09/11,000000,30.1300000
USDRUB,D,09/10/11,000000,30.0000000
USDRUB,D,09/11/11,000000,30.0700000
USDRUB,D,09/12/11,000000,30.2700000
USDRUB,D,09/13/11,000000,30.2200000
USDRUB,D,09/14/11,000000,30.4400000
USDRUB,D,09/15/11,000000,30.4000000
USDRUB,D,09/16/11,000000,30.5300000
USDRUB,D,09/17/11,000000,30.5500000
USDRUB,D,09/19/11,000000,31.2700000
USDRUB,D,09/20/11,000000,31.4300000
USDRUB,D,09/21/11,000000,31.6200000
USDRUB,D,09/22/11,000000,32.0000000
USDRUB,D,09/23/11,000000,32.0200000
USDRUB,D,09/24/11,000000,32.1000000
USDRUB,D,09/25/11,000000,32.0500000
USDRUB,D,09/26/11,000000,32.3600000
USDRUB,D,09/27/11,000000,31.7300000
USDRUB,D,09/28/11,000000,31.7900000
USDRUB,D,09/29/11,000000,31.9200000
USDRUB,D,09/30/11,000000,32.2000000
USDRUB,D,10/01/11,000000,32.2500000
USDRUB,D,10/02/11,000000,32.2300000
USDRUB,D,10/03/11,000000,32.6200000
USDRUB,D,10/04/11,000000,32.6500000
USDRUB,D,10/05/11,000000,32.5000000
USDRUB,D,10/06/11,000000,32.3000000
USDRUB,D,10/07/11,000000,32.1300000
USDRUB,D,10/08/11,000000,32.2000000
USDRUB,D,10/09/11,000000,32.2100000
USDRUB,D,10/10/11,000000,31.5100000
USDRUB,D,10/11/11,000000,31.4900000
USDRUB,D,10/12/11,000000,31.0800000
USDRUB,D,10/13/11,000000,31.1500000
USDRUB,D,10/14/11,000000,30.8700000
USDRUB,D,10/15/11,000000,30.8600000
USDRUB,D,10/16/11,000000,30.8800000
USDRUB,D,10/17/11,000000,30.9300000
USDRUB,D,10/18/11,000000,31.1000000
USDRUB,D,10/19/11,000000,31.0500000
USDRUB,D,10/20/11,000000,31.4200000
USDRUB,D,10/21/11,000000,31.1600000
USDRUB,D,10/22/11,000000,31.0900000
USDRUB,D,10/24/11,000000,30.5500000
USDRUB,D,10/25/11,000000,30.5400000
USDRUB,D,10/26/11,000000,30.6100000
USDRUB,D,10/27/11,000000,29.9100000
USDRUB,D,10/28/11,000000,29.7300000
USDRUB,D,10/29/11,000000,29.6900000
USDRUB,D,10/31/11,000000,30.2300000
USDRUB,D,11/01/11,000000,30.7800000
USDRUB,D,11/02/11,000000,30.6500000
USDRUB,D,11/03/11,000000,30.5400000
USDRUB,D,11/04/11,000000,30.4800000
USDRUB,D,11/05/11,000000,30.5200000
USDRUB,D,11/06/11,000000,30.5000000
USDRUB,D,11/07/11,000000,30.4900000
USDRUB,D,11/08/11,000000,30.2100000
USDRUB,D,11/09/11,000000,30.6200000
USDRUB,D,11/10/11,000000,30.5600000
USDRUB,D,11/11/11,000000,30.3700000
USDRUB,D,11/12/11,000000,30.3600000
USDRUB,D,11/13/11,000000,30.3300000
USDRUB,D,11/14/11,000000,30.5700000
USDRUB,D,11/15/11,000000,30.6000000
USDRUB,D,11/16/11,000000,30.7000000
USDRUB,D,11/17/11,000000,30.8600000
USDRUB,D,11/18/11,000000,30.8600000
USDRUB,D,11/19/11,000000,30.8600000
USDRUB,D,11/20/11,000000,30.8500000
USDRUB,D,11/21/11,000000,31.1600000
USDRUB,D,11/22/11,000000,31.0500000
USDRUB,D,11/23/11,000000,31.5000000
USDRUB,D,11/24/11,000000,31.4700000
USDRUB,D,11/25/11,000000,31.5100000
USDRUB,D,11/26/11,000000,31.4800000
USDRUB,D,11/27/11,000000,31.5000000
USDRUB,D,11/28/11,000000,31.3700000
USDRUB,D,11/29/11,000000,31.2400000
USDRUB,D,11/30/11,000000,30.7000000
USDRUB,D,12/01/11,000000,30.7600000
USDRUB,D,12/02/11,000000,30.9500000
USDRUB,D,12/03/11,000000,30.9600000
USDRUB,D,12/05/11,000000,30.8600000
USDRUB,D,12/06/11,000000,31.3100000
USDRUB,D,12/07/11,000000,31.2000000
USDRUB,D,12/08/11,000000,31.3900000
USDRUB,D,12/09/11,000000,31.4300000
USDRUB,D,12/10/11,000000,31.4500000
USDRUB,D,12/11/11,000000,31.4600000
USDRUB,D,12/12/11,000000,31.6100000
USDRUB,D,12/13/11,000000,31.7600000
USDRUB,D,12/14/11,000000,31.8900000
USDRUB,D,12/15/11,000000,31.8400000
USDRUB,D,12/16/11,000000,31.9300000
USDRUB,D,12/17/11,000000,31.9500000
USDRUB,D,12/18/11,000000,32.0100000
USDRUB,D,12/19/11,000000,32.0800000
USDRUB,D,12/20/11,000000,31.9700000
USDRUB,D,12/21/11,000000,31.7200000
USDRUB,D,12/22/11,000000,31.3400000
USDRUB,D,12/23/11,000000,31.1600000
USDRUB,D,12/24/11,000000,31.1600000
USDRUB,D,12/26/11,000000,31.1400000
USDRUB,D,12/27/11,000000,31.3700000
USDRUB,D,12/28/11,000000,31.8000000
USDRUB,D,12/29/11,000000,32.1200000
USDRUB,D,12/30/11,000000,32.1200000
USDRUB,D,12/31/11,000000,32.1200000
USDRUB,D,01/01/12,000000,32.2100000
USDRUB,D,01/02/12,000000,32.1900000
USDRUB,D,01/03/12,000000,31.7000000
USDRUB,D,01/04/12,000000,31.8100000
USDRUB,D,01/05/12,000000,32.0400000
USDRUB,D,01/06/12,000000,32.0900000
USDRUB,D,01/07/12,000000,32.1000000
USDRUB,D,01/08/12,000000,31.9700000
USDRUB,D,01/09/12,000000,31.8900000
USDRUB,D,01/10/12,000000,31.5500000
USDRUB,D,01/11/12,000000,31.7100000
USDRUB,D,01/12/12,000000,31.5400000
USDRUB,D,01/13/12,000000,31.8600000
USDRUB,D,01/14/12,000000,31.8500000
USDRUB,D,01/15/12,000000,31.8600000
USDRUB,D,01/16/12,000000,31.6700000
USDRUB,D,01/17/12,000000,31.6300000
USDRUB,D,01/18/12,000000,31.4500000
USDRUB,D,01/19/12,000000,31.3000000
USDRUB,D,01/20/12,000000,31.3300000
USDRUB,D,01/21/12,000000,31.3300000
USDRUB,D,01/22/12,000000,31.3500000
USDRUB,D,01/23/12,000000,30.8900000
USDRUB,D,01/24/12,000000,30.7800000
USDRUB,D,01/25/12,000000,30.5500000
USDRUB,D,01/26/12,000000,30.3000000
USDRUB,D,01/27/12,000000,30.1200000
USDRUB,D,01/28/12,000000,30.1300000
USDRUB,D,01/30/12,000000,30.3900000
USDRUB,D,01/31/12,000000,30.2900000
USDRUB,D,02/01/12,000000,30.1700000
USDRUB,D,02/02/12,000000,30.1900000
USDRUB,D,02/03/12,000000,30.1300000
USDRUB,D,02/04/12,000000,30.1200000
USDRUB,D,02/05/12,000000,30.1300000
USDRUB,D,02/06/12,000000,30.0600000
USDRUB,D,02/07/12,000000,29.7700000
USDRUB,D,02/08/12,000000,29.7400000
USDRUB,D,02/09/12,000000,29.6900000
USDRUB,D,02/10/12,000000,30.0500000
USDRUB,D,02/11/12,000000,30.0780000
USDRUB,D,02/12/12,000000,30.0500000
USDRUB,D,02/13/12,000000,29.9100000
USDRUB,D,02/14/12,000000,30.0907000
USDRUB,D,02/15/12,000000,30.0400000
USDRUB,D,02/16/12,000000,30.0400000
USDRUB,D,02/17/12,000000,29.9300000
USDRUB,D,02/18/12,000000,29.9300000
USDRUB,D,02/20/12,000000,29.7800000
USDRUB,D,02/21/12,000000,29.7500000
USDRUB,D,02/22/12,000000,29.7000000
USDRUB,D,02/23/12,000000,29.6200000
USDRUB,D,02/24/12,000000,29.1600000
USDRUB,D,02/25/12,000000,29.2200000
USDRUB,D,02/26/12,000000,29.1600000
USDRUB,D,02/27/12,000000,29.0200000
USDRUB,D,02/28/12,000000,28.9700000
USDRUB,D,02/29/12,000000,29.0800000
USDRUB,D,03/01/12,000000,29.2100000
USDRUB,D,03/02/12,000000,29.3200000
USDRUB,D,03/03/12,000000,29.3400000
USDRUB,D,03/05/12,000000,29.3300000
USDRUB,D,03/06/12,000000,29.5700000
USDRUB,D,03/07/12,000000,29.6400000
USDRUB,D,03/08/12,000000,29.4100000
USDRUB,D,03/09/12,000000,29.4200000
USDRUB,D,03/10/12,000000,29.4100000
USDRUB,D,03/12/12,000000,29.6000000
USDRUB,D,03/13/12,000000,29.4600000
USDRUB,D,03/14/12,000000,29.5400000
USDRUB,D,03/15/12,000000,29.3400000
USDRUB,D,03/16/12,000000,29.2500000
USDRUB,D,03/17/12,000000,29.2000000
USDRUB,D,03/18/12,000000,29.2300000
USDRUB,D,03/19/12,000000,29.1200000
USDRUB,D,03/20/12,000000,29.2500000
USDRUB,D,03/21/12,000000,29.2500000
USDRUB,D,03/22/12,000000,29.4300000
USDRUB,D,03/23/12,000000,29.2800000
USDRUB,D,03/24/12,000000,29.3000000
USDRUB,D,03/25/12,000000,29.2800000
USDRUB,D,03/26/12,000000,28.9300000
USDRUB,D,03/27/12,000000,29.0500000
USDRUB,D,03/28/12,000000,29.3600000
USDRUB,D,03/29/12,000000,29.4700000
USDRUB,D,03/30/12,000000,29.3200000
USDRUB,D,03/31/12,000000,29.4300000
USDRUB,D,04/02/12,000000,29.2800000
USDRUB,D,04/03/12,000000,29.3000000
USDRUB,D,04/04/12,000000,29.5200000
USDRUB,D,04/05/12,000000,29.4400000
USDRUB,D,04/06/12,000000,29.5600000
USDRUB,D,04/07/12,000000,29.5800000
USDRUB,D,04/08/12,000000,29.5700000
USDRUB,D,04/09/12,000000,29.5700000
USDRUB,D,04/10/12,000000,29.8000000
USDRUB,D,04/11/12,000000,29.6400000
USDRUB,D,04/12/12,000000,29.4000000
USDRUB,D,04/13/12,000000,29.6100000
USDRUB,D,04/14/12,000000,29.6100000
USDRUB,D,04/15/12,000000,29.5800000
USDRUB,D,04/16/12,000000,29.5600000
USDRUB,D,04/17/12,000000,29.4900000
USDRUB,D,04/18/12,000000,29.5200000
USDRUB,D,04/19/12,000000,29.4900000
USDRUB,D,04/20/12,000000,29.4600000
USDRUB,D,04/21/12,000000,29.4400000
USDRUB,D,04/23/12,000000,29.5200000
USDRUB,D,04/24/12,000000,29.3500000
USDRUB,D,04/25/12,000000,29.3100000
USDRUB,D,04/26/12,000000,29.2700000
USDRUB,D,04/27/12,000000,29.3200000
USDRUB,D,04/28/12,000000,29.3100000
USDRUB,D,04/30/12,000000,29.3800000
USDRUB,D,05/01/12,000000,29.3400000
USDRUB,D,05/02/12,000000,29.4100000
USDRUB,D,05/03/12,000000,29.5000000
USDRUB,D,05/04/12,000000,29.7300000
USDRUB,D,05/05/12,000000,29.7700000
USDRUB,D,05/07/12,000000,29.9800000
USDRUB,D,05/08/12,000000,30.1200000
USDRUB,D,05/09/12,000000,30.3500000
USDRUB,D,05/10/12,000000,30.0900000
USDRUB,D,05/11/12,000000,30.1500000
USDRUB,D,05/12/12,000000,30.1500000
USDRUB,D,05/14/12,000000,30.4000000
USDRUB,D,05/15/12,000000,30.6900000
USDRUB,D,05/16/12,000000,31.0100000
USDRUB,D,05/17/12,000000,31.0600000
USDRUB,D,05/18/12,000000,31.3000000
USDRUB,D,05/19/12,000000,31.2100000
USDRUB,D,05/20/12,000000,31.1900000
USDRUB,D,05/21/12,000000,31.0800000
USDRUB,D,05/22/12,000000,31.2200000
USDRUB,D,05/23/12,000000,31.5500000
USDRUB,D,05/24/12,000000,31.7900000
USDRUB,D,05/25/12,000000,32.0800000
USDRUB,D,05/26/12,000000,32.1000000
USDRUB,D,05/28/12,000000,32.0800000
USDRUB,D,05/29/12,000000,32.2900000
USDRUB,D,05/30/12,000000,32.8200000
USDRUB,D,05/31/12,000000,33.3800000
USDRUB,D,06/01/12,000000,33.6600000
USDRUB,D,06/02/12,000000,33.6900000
USDRUB,D,06/03/12,000000,33.6900000
USDRUB,D,06/04/12,000000,33.4200000
USDRUB,D,06/05/12,000000,32.8400000
USDRUB,D,06/06/12,000000,32.3200000
USDRUB,D,06/07/12,000000,32.4300000
